5 & Aided Meidbe &  2 \\
5 & Aigidecht Aithirne &  2 \\
5 & Athirne and Amairgen son of Ecet Salach &  2 \\
5 & Athirne Áilgessach ⁊ Mider Brí Léith &  2 \\
5 & Audacht Morainn &  5 \\
5 & Baí rí amra de Grécaib Salemón a ainm &  5 \\
5 & Beochobra Con Culaind isind ló fúair bás &  2 \\
5 & Birth of Brendan &  6 \\
5 & Brandub mac Echach &  1 \\
5 & Buí siur Mo Lassi Lethglinni oc légund i fail Mo Lasse &  5 \\
5 & CIa triallaid nech aisnis &  4 \\
5 & Caillech dorat a mac dósum do MLing &  5 \\
5 & Cath Carn Chonaill &  5 \\
5 & Cath Maige Mucrima &  5 \\
5 & Cethrur ar fichet nosfail &  6 \\
5 & Cethrur macclerech &  5 \\
5 & Cinaed hua Artacain cecinit &  3 \\
5 & Cormac mac Cuilennain cecinit &  6 \\
5 & Cu Chulaind atbert. De aduentu Christi &  2 \\
5 & Cummíne Fota mac Fiachnai di Eoganacht Chassil &  5 \\
5 & Cóica epscop dodeochatar dochum MOedoc Ferna do Bretnaib Cille Muine &  5 \\
5 & De Chophur in da Muccida &  5 \\
5 & De Gabail in tSida in so sic &  5 \\
5 & Diarmait mac Cerbaill cecinit &  3 \\
5 & Do fallsigud Tána Bó Cualnge &  5 \\
5 & Dá brón flatha nime &  5 \\
5 & Días macclerech &  5 \\
5 & Echtra Laegaire meic Crimthainn &  5 \\
5 & Epscop do Gaedelaib dochoid do Róim &  5 \\
5 & Fechtas aile do MLing is Toídin &  5 \\
5 & Fechtas do Mling is Tóidin co n-acca Mael Doborchon &  5 \\
5 & Fechtas dósom oc ernaigthi ina eclais &  5 \\
5 & Fochond Loingse Fergusa meic Roig &  5 \\
5 & Gormlaith ingen Flaind &  1 \\
5 & Iartaige na hingine colaige do Grécaib &  5 \\
5 & Immacallam in dá Thúarad &  4 \\
5 & Incipit Scel Mucci Meic Da Thó &  2 \\
5 & Incipit Talland Etair &  2 \\
5 & Incipit de maccaib Conaire &  5 \\
5 & Longes Chonaill Chuirc &  5 \\
5 & Longes mac nUsnig &  5 \\
5 & Luid Mael Ruain Tamlachta fechtas dia airge &  5 \\
5 & Noenden Ulad ⁊ Emuin Macha &  2 \\
5 & Orgain Dind Ríg &  5 \\
5 & Orthanach &  1 \\
5 & Ri irissech ro boí do Grecaib &  5 \\
5 & Scéla Chonchobuir &  2 \\
5 & Senchas Ailiúin Chobthaig &  5 \\
5 & Senchán Torpéist A Pair ri sil nEogain Móir &  3 \\
5 & Sloiged már rucsat Gréic co Hebríb fechtas n-aile &  5 \\
5 & Triar macclerech &  5 \\
5 & Tréide Cétna Labratar Iarna Genemain &  2 \\
5 & Táin Bó Flidais &  5 \\
5 & Táin Bó Fraích &  5 \\
6 & A Gillu gairm n ilgrada &  1 \\
6 & A bairgen ataí i ngábud &  1 \\
6 & Broccán Craibdech &  1 \\
6 & CLanna Ailella Uluim uill &  3 \\
6 & Cuan Hua Lothchain &  1 \\
6 & De dúlib feda na fored &  1 \\
6 & Dialogue between Brendan and Moínenn &  6 \\
6 & Dindgnai Temrach in so sís &  1 \\
6 & Mac Cosse fer legind Ruis Ailithir cecinit &  3 \\
6 & Senbriathra Fithail &  6 \\
6 & Slan seiss a Brigit co mbuaid &  1 \\
6 & Trefocul &  1 \\
6 & Túathal Techtmar ba rí Temrach &  1 \\
7 & Aní doronsat do chalmu &  4 \\
7 & Ascnam ni seol sadal &  4 \\
7 & Dallán mac Móre &  1 \\
7 & Fothad na Canone cecinit &  3 \\
7 & Sarbili anim Mo Ninni &  6 \\
7 & Trea ropo maith in ben &  6 \\
7 & Trí Fothaid Elgga cen chron &  3 \\
7 & esnada tige buchet &  5 \\
7 & fingal ronain &  5 \\
8 & Augaine Már mac ríg Hérend &  1 \\
8 & Connachta cid dia tá in t-ainm &  1 \\
8 & Dallan mac Móre ollam Cerbaill  &  1 \\
8 & Fothad na Canone cecinit cu Aed Ordnithe &  3 \\
8 & Gilla na Naem Hua Duind &  1 \\
8 & Guidim Comdid cumachtach &  1 \\
9 & Brathir Fursu cóir a rad &  6 \\
9 & Cellach Húa Rúanada &  1 \\
9 & Clanna Falge Ruis in ríg &  1 \\
9 & Feidlimid athair Echach &  1 \\
9 & Gormlaith ingen Flainn cecinit &  1 \\
9 & Nuallguba Emire in so &  2 \\
9 & Étsecht Luin Garad &  6 \\
